Hotel_Name,Hotel_Rating,City,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Stars
Clarks Inn Kaushambi,3.2,ghaziabad,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,1791,3
Ace Manor (L'ELEGANT Hotel & Banquet),3.8,ghaziabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1906,3
Hotel The Grand Palace,4.1,ghaziabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,Room service,2131,3.545108005
Hotel Krishna Sagar,4,ghaziabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,3819,3
Bharat Guest House by Golden Plate,4.2,ghaziabad,0,0,0,0,0,0,0,0,2464,0
Itsy by Treebo - Royal Galaxy,4,allahabad,Free Wi-Fi,Paid parking,Pool,Pet-friendly,Room service,Kitchen,Full-service laundry,0,1342,3.545108005
Hotel Ravisha Continental,4,allahabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,3486,3
Hotel Triveni Darshan,4.1,allahabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1429,3
The Prayaraj House,3,allahabad,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,No crib,No elevator,No fitness center,1216,9
Hotel Prayag,3.5,allahabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,1680,3
Grand Continental Hotel,4.1,allahabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4309,3
"Hotel Kanha Shyam, Prayagraj",4.1,allahabad,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,4375,4
WelcomHeritage Badi Kothi,4.3,allahabad,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,6738,3.545108005
Hotel Hira Inn,4.8,allahabad,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0,3226,3.545108005
Luxmi Hotel,2.9,allahabad,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,646,3.545108005
Hotel Milan (A Boutique Hotel),3.6,allahabad,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,1572,3
Hotel Haidri Inn,3.4,allahabad,Free parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,0,0,569,3.545108005
Orchard One Hotel,3.9,allahabad,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,3040,3.545108005
City Hotel,3.1,allahabad,Free Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen,Full-service laundry,Kid-friendly,816,2
Hotel Fortune Suites,4.9,allahabad,0,0,0,0,0,0,0,0,1736,0
Hotel Prayag Inn,3.9,allahabad,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2470,3
Advantage Inn,4.6,allahabad,Free Wi-Fi,Free parking,Pool,Room service,Full-service laundry,Smoke-free,0,0,2423,3.545108005
Landmark Inn,4.3,allahabad,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,2622,3.545108005
"Millennium Inn, Prayagraj",4.2,allahabad,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4631,4
Stay Inn Hotel,3.7,allahabad,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,1535,3
Hotel Hira Inn,4.8,allahabad,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0,4212,3.545108005
City Hotel,3.1,allahabad,Free Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen,Full-service laundry,Kid-friendly,817,2
Treebo Trend Grand Town House,4.2,faridabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1578,3.545108005
Hotel Sewa Grand,3.6,faridabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,2963,3
Vibe By The LaLiT Traveller,4,faridabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,2763,4
Goldfinch Hotel Delhi NCR,3.9,faridabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3829,4
Vivanta Surajkund,4.5,faridabad,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,6946,5
"Radisson Blu Hotel, Faridabad",4.6,faridabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6437,5
Hotel Delite,3.9,faridabad,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,2940,3.545108005
Park Plaza Faridabad,4.1,faridabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7252,4
Lavit Hotel,4.2,faridabad,0,0,0,0,0,0,0,0,2329,0
Sarovar Portico Surajkund,3.9,faridabad,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle,4021,3.545108005
Ceremony Hotel and Banquets,4.1,faridabad,0,0,0,0,0,0,0,0,1282,0
Ginger Faridabad,3.6,faridabad,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,3023,3
Hotel Bay Laurel Retreat,4.3,faridabad,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,0,3724,3.545108005
SKY MANSION,4.3,faridabad,0,0,0,0,0,0,0,0,3344,3.545108005
Hotel View - A Boutique Hotel,4.2,faridabad,0,0,0,0,0,0,0,0,1337,0
Hotel Saffron Kiran,3.9,faridabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,3004,3
Vibe By The LaLiT Traveller,4,faridabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3890,4
Goldfinch Hotel Delhi NCR,3.9,faridabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5039,4
Canary Inn,3.9,hazaribagh,0,0,0,0,0,0,0,0,3483,0
Hotel Nikunj,4,hazaribagh,Paid parking,Room service,Kitchen,Full-service laundry,0,0,0,0,2722,3.545108005
Hotel Hill Side,3.8,hazaribagh,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,0,0,0,1411,3.545108005
Canary Inn,3.9,hazaribagh,0,0,0,0,0,0,0,0,3357,0
Hotel Skylok,3.3,hazaribagh,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,0,6771,3.545108005
Hotel Sri Vinayak,3.8,hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,Full-service laundry,4272,3.545108005
Hotel Aranya Vihar,4.2,hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2563,3.545108005
Hotel Samrat Inn,3.6,hazaribagh,Paid parking,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,0,0,3515,3.545108005
Hotel AK International,3.6,hazaribagh,0,0,0,0,0,0,0,0,4060,0
Hotel Nikunj,4,hazaribagh,Paid parking,Room service,Kitchen,Full-service laundry,0,0,0,0,1845,3.545108005
Hotel Yamuna palace,3.6,hazaribagh,Paid parking,Air conditioning,Kitchen,Full-service laundry,0,0,0,0,2079,3.545108005
Hotel Nandgaon & Highway Delight Veg. Restaurant,3.8,hazaribagh,Free breakfast,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,0,1526,3
Hotel Bhandara Park,4,hazaribagh,Kitchen,Full-service laundry,0,0,0,0,0,0,2527,3.545108005
"Manokamna Restaurant, Bar & Lodge",3.7,hazaribagh,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,5123,3.545108005
"Manokamna Restaurant, Bar & Lodge",3.7,hazaribagh,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,5199,3.545108005
Hotel Aranya Vihar,4.2,hazaribagh,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2600,3.545108005
Hotel Om Inn,4.9,gandhinagar,0,0,0,0,0,0,0,0,2240,0
Hotel The Grand Vinayak,4.3,gandhinagar,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,2034,3.545108005
Hotel Green City,4.2,gandhinagar,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1818,3.545108005
Infocity Club And Resort,4.2,gandhinagar,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Kitchen,Accessible,3640,3.545108005
Hotel Prominent Corporate Residency,4.3,gandhinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,4256,3
7 Wonders Hotel & Restaurant,4.1,gandhinagar,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,2190,3.545108005
Hotel The Grand Vinayak,4.3,gandhinagar,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,2034,3.545108005
Hotel Midway Residency,3.5,gandhinagar,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1454,3
"Fortune Inn Haveli, Gandhinagar - Member ITC's hotel group",4.4,gandhinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,7224,4
Skylon Hotel,4.4,gandhinagar,Air conditioning,Wi-Fi,Paid parking,Restaurant,Kid-friendly,Smoke-free,0,0,1698,3.545108005
The Leela Gandhinagar,4.6,gandhinagar,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11682,5
Hotel Middletown,4,gandhinagar,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,1904,3.545108005
Super OYO Hotel Siddharth Inn,3.8,gandhinagar,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,1315,3
Cambay Sapphire Gandhinagar,3.4,gandhinagar,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4284,4
Hotel Berlin - Gandhinagar,3.8,gandhinagar,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,1853,3.545108005
Hotel tulsi palace,3.7,gandhinagar,0,0,0,0,0,0,0,0,1230,0
Hotel President Inn,3.8,gandhinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Full-service laundry,Smoke-free,2194,3
"FabHotel Siddharth Corporate - Hotels in Vavol, Gandhinagar",4.2,gandhinagar,Free Wi-Fi,Paid parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,0,0,1916,3.545108005
HOTEL HILL CITY,4.4,gandhinagar,Paid parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,0,0,0,2240,3.545108005
Hotel Om Inn,4.9,gandhinagar,0,0,0,0,0,0,0,0,2240,0
Perfect Room in Perfect Bungalow,3.6,gandhinagar,4 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,3710,16
Rooms in a Fully Furnished Bungalow,4.1,gandhinagar,Sleeps 3,1 bedroom,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,5600,3.545108005
FabHotel Prime Blue Moon,4.2,gandhinagar,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,3312,3.545108005
Hotel Siddharth inn,3.9,gandhinagar,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,2333,3.545108005
Hotel TRIDEV,4,varanasi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Airport shuttle,3808,3
"Hotel Surya, Kaiser Palace",4.2,varanasi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,4214,3
Varanasi Villa,4.4,varanasi,12 bedrooms,12 bathrooms,Air conditioning,Kid-friendly,Kitchen,Pet-friendly,Free Wi-Fi,No fitness center,2778,24
Hotel Four Element,4.4,varanasi,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Accessible,0,3566,3.545108005
goSTOPS Varanasi,4.2,varanasi,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Restaurant,Airport shuttle,Full-service laundry,978,2
Radisson Hotel Varanasi,4.2,varanasi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7824,5
Pearl Courtyard,4.3,varanasi,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,6957,4
Hotel Yash Residency Near Assi Ghat & BHU,3.8,varanasi,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Accessible,1338,3
Royal Guest House,4.1,varanasi,Breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1009,3
Hotel Satkar,4.8,varanasi,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,0,2528,3.545108005
"Rahi Tourist Bungalow, Varanasi",3.9,varanasi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,1082,2
"Hotel Surya, Kaiser Palace",4.2,varanasi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,4212,3
The Pinnacle Inn Sarnath - Best 4 Star Hotel in Sarnath,4.1,varanasi,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,4627,3.545108005
Hotel Costa River,4,varanasi,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,3020,3
Green Villa Kashi,3.1,varanasi,1 bedroom,Air conditioning,Paid parking,Free Wi-Fi,No crib,No elevator,No fireplace,No fitness center,1313,2
BlueBells Varanasi,3.3,varanasi,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,2700,11
Hotel Ganges Grand - Varanasi,4,varanasi,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,5914,3
Hotel Le Lotus Grand,4.2,varanasi,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2889,3.545108005
Family Guest House,4.5,varanasi,Breakfast,Free Wi-Fi,Pool,Air conditioning,Spa,Paid parking,Bar,Restaurant,725,1
Leela Guest House,3.6,varanasi,Free Wi-Fi,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,914,3
Villa Benares,4.2,varanasi,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,2910,3.545108005
Hotel Uday Palace Varanasi,4.1,varanasi,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2922,3
Hotel Radiance Courtyard,4.4,varanasi,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,3941,3.545108005
Hotel Four Element,4.4,varanasi,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Accessible,0,3566,3.545108005
"The Fern Residency, Noida",4.1,noida,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,5278,3.545108005
Treebo Trend Noida Grand,4,noida,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Business center,0,2371,3.545108005
Noida Suites,3.7,noida,2 bedrooms,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2036,5
Radisson Noida,4.3,noida,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,3584,5
"The Fern Residency, Noida",4.1,noida,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,4677,3.545108005
Regenta Central Noida,3.8,noida,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle,4255,3.545108005
Taj Studios Private Luxury Studio Apartment Central Noida,2.9,noida,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2081,2
Hotel White Castle,3.9,noida,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,800,3
"Fortune Sector 27, Noida - Member ITC's hotel group",4.1,noida,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7196,4
Hyphen Business Hotels,3.8,noida,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2487,3
Park Ascent,4.2,noida,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6215,4
Mosaic Hotel Noida,4.1,noida,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6946,4
The Taj Studios .Com,4,noida,0,0,0,0,0,0,0,0,2535,0
Shacon Suites,4.6,noida,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,0,2785,3.545108005
The G8,4,noida,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4616,4
Hotel Noida International,3.6,noida,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1288,3
Hotel The Emporio A Corporate Suites,4.9,noida,0,0,0,0,0,0,0,0,3347,0
Hotel Malhar Haveli,4.2,noida,Breakfast,Paid parking,Air conditioning,Wi-Fi,Restaurant,Kitchen,Airport shuttle,Full-service laundry,3239,3
Ahuja Residency Noida,4.3,noida,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,3351,3
The Amaya Inn,4,noida,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2427,3.545108005
Treebo Trend House Inn - Hotel in Noida,3.7,noida,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,2378,3
Hotel Tri Sea,4.1,kanyakumari,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,2215,3
Hotel Ocean Heritage,4,kanyakumari,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,2800,3
Hotel Sea Land,4.4,kanyakumari,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0,1738,3.545108005
The Gopinivas Grand,4.5,kanyakumari,Free breakfast,Free Wi-Fi,Paid parking,Pool,Beach access,Restaurant,Room service,Full-service laundry,2240,3
Sparsa Kanyakumari,3.8,kanyakumari,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,2192,3
New Cape Hotel,3.9,kanyakumari,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,1177,3
Arunachala Inn,4.5,kanyakumari,Free parking,Air conditioning,Breakfast,Beach access,Airport shuttle,0,0,0,2015,3.545108005
Hotel Melody Park,4,kanyakumari,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,1016,2
Hotel Sivamurugan Kanyakumari,4,kanyakumari,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1357,3
Hotel Sea View,4,kanyakumari,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Bar,Restaurant,Room service,4845,3
Hotel Sky Ark,4,kanyakumari,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,743,3
KKM Kanyakumari,4.4,kanyakumari,Air conditioning,Breakfast,Wi-Fi,Room service,Smoke-free,0,0,0,1179,3.545108005
Hotel Samudra,3.9,kanyakumari,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Beach access,Kitchen,Airport shuttle,2019,3
Hotel Sunview,3.9,kanyakumari,Pool,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,0,0,1773,3.545108005
The Coral - Kanyakumari,4.4,kanyakumari,0,0,0,0,0,0,0,0,3495,0
Hotel Sun Park,3.9,kanyakumari,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry,1769,3
Hotel Ocean Heritage,4,kanyakumari,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,2335,3
"TTDC Hotel Tamil Nadu, Kanyakumari",4.5,kanyakumari,0,0,0,0,0,0,0,0,2730,0
Hotel Singaar International,3.5,kanyakumari,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,2350,3
Hotel Tri Sea,4.1,kanyakumari,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,1756,3
Rehoboth Home Stay - Deluxe Double or Twin Room,4,kanyakumari,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Airport shuttle,Kid-friendly,Crib,1427,3.545108005
Hotel Sea Land,4.4,kanyakumari,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0,1792,3.545108005
Hotel Samudra,3.9,kanyakumari,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Beach access,Kitchen,Airport shuttle,2019,3
Zostel Srinagar,4.5,kashmir,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0,2690,3.545108005
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,kashmir,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,8991,3.545108005
Floating Heaven Group Of House Boats,4.3,kashmir,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,5306,4
Naaz Kashmir (A Luxury Houseboat),3.3,kashmir,2 bedrooms,Air conditioning,Fireplace,Cable TV,Free Wi-Fi,No crib,No elevator,No fitness center,11968,8
Taj Palace Group Of House Boats,2.6,kashmir,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,1390,5
Colonels Retreat,4.8,kashmir,2 bedrooms,Air conditioning,Airport shuttle,Smoke-free,Free parking,Free Wi-Fi,No beach access,No elevator,2100,4
Zostel Srinagar,4.5,kashmir,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0,1853,3.545108005
Taj Palace Group of House Boats,3.5,kashmir,Kitchen,Cable TV,No air conditioning,No airport shuttle,No beach access,No elevator,No fireplace,No fitness center,1359,10
"Vivanta Dal View, Srinagar",4.5,kashmir,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,28656,5
The Khyber Himalayan Resort & Spa,4.6,kashmir,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,53089,5
Jamal Resorts,4,kashmir,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,4215,4
Hotel Village Walk,4.4,kashmir,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,9010,3.545108005
Hotel Lidder Spring Resorts,4.4,kashmir,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,6850,4
"The Orchard Retreat & Spa, Srinagar",4.3,kashmir,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,13794,5
Hotel New Green View Srinagar (Ghulam),3.8,kashmir,0,0,0,0,0,0,0,0,723,0
Hotel Taj Residency,3.8,kashmir,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2290,3.545108005
Hotel Himalayan Resort,4.1,kashmir,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen,3920,3
Taj Palace Houseboat || Kashmir Glory Travels,4.1,kashmir,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,2097,3.545108005
Royal Hillton Pahalgam,4.3,kashmir,Wi-Fi,Free parking,Pet-friendly,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,24156,3.545108005
"Welcomhotel By ITC Hotels, Pine N Peak, Pahalgam - Premium Resort Overlooking Lidder River And Snow Topped Mountains",4.7,kashmir,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Spa,Restaurant,26296,5
Hotel Heevan,4.2,kashmir,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,64900,4
The LaLiT Grand Palace Srinagar,4.3,kashmir,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,25370,5
"Radisson Blu Hotel, Jammu",4.3,kashmir,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6440,4
"The Orchard Retreat & Spa, Srinagar",4.3,kashmir,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14172,5
"Summit Namnang Courtyard & Spa, Gangtok",4.1,sikkim,Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,4846,4
Denzong Regency,4.5,sikkim,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,10620,4
Yangsan Heritage Farm | Rooms & Guided Treks,4.9,sikkim,2 bedrooms,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board,4662,6
The Barfung Retreat,4.2,sikkim,4 bedrooms,3 bathrooms,Airport shuttle,Free parking,Free Wi-Fi,No air conditioning,No beach access,No elevator,3077,10
"Karma Casa, Gangtok",4.4,sikkim,2 bedrooms,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,3086,7
The Whistling Thrush,4.8,sikkim,3 bedrooms,Fireplace,Kitchen,Paid parking,No air conditioning,No crib,No elevator,No fitness center,3180,8
Magpie Pachhu Village Resort,4.3,sikkim,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Full-service laundry,Kid-friendly,0,4391,4
